LoanID,Fraud,Loan Provider,Gender,OwnsCar,OwnsProperty,NumberOfChildren,AnnualIncome,TotalCredit,MonthlyPayments,SecurityDeposit,LatePaymentAmount,Occupation,Education,RiskLevel,MartialStatus,HouseType,NumberOfAccounts,CreditScore,CustomerAge,IncomeTaxDefault,NumberOfBankAccounts,ApplicationDay,HourOfDayApplied,ExperianRating
446465,0,Loans Now,M,0,1,1,135000.0,180000.0,9000.0,180000.0,46660,Working,Secondary / secondary special,Risk,Married,House / apartment,12,548,75,1,15,TUESDAY,15,529.4
113240,0,Cash loans,F,0,0,0,67500.0,269550.0,13891.5,225000.0,11222,Working,Secondary / secondary special,,Married,House / apartment,19,681,54,1,41,MONDAY,10,635.8
320427,0,Cash loans,F,0,0,0,85500.0,265851.0,11263.5,229500.0,58579,Pensioner,Secondary / secondary special,,Married,House / apartment,20,570,44,0,30,THURSDAY,14,547.0
197492,0,Cash loans,M,0,0,0,157500.0,450000.0,35554.5,450000.0,67546,Working,Secondary / secondary special,HighRisk,Single / not married,House / apartment,21,732,37,0,25,WEDNESDAY,18,676.6
114959,0,Loans Now,F,0,1,0,211500.0,360000.0,18000.0,360000.0,21645,Working,Secondary / secondary special,,Married,House / apartment,20,767,53,0,1,TUESDAY,11,704.6
368934,0,Cash loans,F,0,1,0,58500.0,139113.0,15111.0,130500.0,54784,Working,Incomplete higher,LowRisk,Married,House / apartment,16,415,57,0,6,MONDAY,14,423.0
405347,0,Cash loans,F,0,0,0,54000.0,269550.0,16285.5,225000.0,66126,Working,Secondary / secondary special,LowRisk,Single / not married,With parents,0,76,36,0,10,SUNDAY,11,151.8
403333,1,Cash loans,M,0,1,0,157500.0,590337.0,28530.0,477000.0,73909,Commercial associate,Secondary / secondary special,HighRisk,Single / not married,With parents,15,286,38,0,29,WEDNESDAY,7,319.8
283088,0,Cash loans,F,0,1,0,247500.0,733176.0,23782.5,612000.0,62098,Working,Secondary / secondary special,,Separated,House / apartment,19,748,39,0,18,FRIDAY,18,689.4
182941,0,Cash loans,F,0,1,0,157500.0,450000.0,21888.0,450000.0,40132,Working,Secondary / secondary special,Risk,Married,House / apartment,22,460,54,0,19,FRIDAY,7,459.0
111217,0,Cash loans,F,0,1,2,67500.0,545040.0,26640.0,450000.0,62208,State servant,Higher education,Risk,Married,House / apartment,9,436,40,0,21,WEDNESDAY,16,439.8
101522,0,Cash loans,M,0,1,1,157500.0,760225.5,30150.0,679500.0,36220,Working,Secondary / secondary special,Risk,Single / not married,House / apartment,4,554,45,0,16,TUESDAY,12,534.2
113754,0,Cash loans,F,0,1,2,157500.0,1288350.0,41692.5,1125000.0,17789,Commercial associate,Secondary / secondary special,HighRisk,Married,House / apartment,5,400,48,0,7,TUESDAY,9,411.0
135632,0,Cash loans,F,1,0,0,112500.0,454500.0,20020.5,454500.0,49134,Pensioner,Secondary / secondary special,LowRisk,Married,House / apartment,22,626,59,0,19,WEDNESDAY,13,591.8
100302,0,Cash loans,F,0,1,0,180000.0,187704.0,9256.5,148500.0,41671,Working,Secondary / secondary special,LowRisk,Civil marriage,House / apartment,22,241,73,0,42,WEDNESDAY,11,283.8
285537,0,Cash loans,M,1,1,0,135000.0,1125000.0,33025.5,1125000.0,24336,Working,Secondary / secondary special,Risk,Married,House / apartment,0,362,61,0,28,TUESDAY,11,380.6
418691,0,Cash loans,F,0,0,0,180000.0,971280.0,51876.0,900000.0,57520,Working,Secondary / secondary special,LowRisk,Widow,House / apartment,21,334,59,0,32,SATURDAY,15,358.2
426478,0,Cash loans,F,0,1,2,180000.0,634482.0,20466.0,454500.0,28242,Working,Incomplete higher,,Separated,House / apartment,17,339,49,0,2,WEDNESDAY,12,362.2
120131,0,Cash loans,F,0,1,0,135000.0,557770.5,18432.0,481500.0,35350,Pensioner,Secondary / secondary special,LowRisk,Widow,Rented apartment,17,323,54,1,32,SATURDAY,10,349.4
130243,0,Loans Now,F,1,1,0,90000.0,202500.0,10125.0,202500.0,42946,Pensioner,Secondary / secondary special,Risk,Single / not married,House / apartment,12,297,65,0,26,WEDNESDAY,15,328.6
229394,0,Loans Now,F,0,0,1,540000.0,1350000.0,67500.0,1350000.0,35422,Commercial associate,Higher education,,Single / not married,Office apartment,2,472,72,0,40,WEDNESDAY,12,468.6
254899,0,Cash loans,F,1,1,0,270000.0,545040.0,19705.5,450000.0,28509,State servant,Secondary / secondary special,Risk,Separated,House / apartment,15,686,40,0,16,THURSDAY,17,639.8
267728,0,Cash loans,F,1,1,0,112500.0,553806.0,24525.0,495000.0,5369,Pensioner,Secondary / secondary special,,Married,House / apartment,19,151,30,1,3,WEDNESDAY,7,211.8
311237,0,Loans Now,F,0,0,1,193500.0,405000.0,20250.0,405000.0,29292,Working,Secondary / secondary special,,Single / not married,House / apartment,10,672,48,0,29,TUESDAY,16,628.6
186173,0,Cash loans,F,0,1,0,180000.0,1125000.0,47664.0,1125000.0,45086,Pensioner,Incomplete higher,Risk,Married,House / apartment,17,219,57,1,34,WEDNESDAY,10,266.2
376877,0,Loans Now,F,0,1,0,135000.0,202500.0,10125.0,202500.0,23512,Pensioner,Secondary / secondary special,LowRisk,Married,House / apartment,21,423,74,1,22,MONDAY,18,429.4
262381,0,Cash loans,M,1,1,1,112500.0,808650.0,31464.0,675000.0,52118,Working,Secondary / secondary special,,Married,Rented apartment,21,517,57,1,32,THURSDAY,13,504.6
153024,0,Cash loans,F,0,1,0,180000.0,1345500.0,42246.0,1345500.0,3044,Pensioner,Secondary / secondary special,,Married,House / apartment,20,674,64,1,40,TUESDAY,11,630.2
426835,0,Cash loans,F,0,0,0,135000.0,298512.0,33808.5,270000.0,47486,State servant,Secondary / secondary special,LowRisk,Married,House / apartment,11,220,34,0,13,FRIDAY,14,267.0
361396,0,Cash loans,F,0,0,0,121500.0,1288350.0,37669.5,1125000.0,31503,Working,Secondary / secondary special,,Married,House / apartment,7,399,53,0,28,WEDNESDAY,16,410.2
347107,0,Cash loans,F,1,1,0,270000.0,247275.0,17716.5,225000.0,42660,Commercial associate,Higher education,,Single / not married,House / apartment,14,33,65,0,26,SATURDAY,10,117.4
173737,0,Cash loans,M,1,0,2,81000.0,538704.0,27634.5,481500.0,23983,Working,Secondary / secondary special,Risk,Civil marriage,With parents,14,81,41,0,44,THURSDAY,10,155.8
362658,1,Cash loans,M,1,1,0,135000.0,835380.0,40320.0,675000.0,54438,Working,Higher education,Risk,Married,House / apartment,13,42,31,1,33,FRIDAY,12,124.6
282526,0,Cash loans,F,0,1,1,180000.0,1725120.0,45508.5,1440000.0,62583,Commercial associate,Secondary / secondary special,HighRisk,Married,House / apartment,15,739,73,0,20,SATURDAY,11,682.2
257024,0,Cash loans,F,0,1,0,157500.0,254700.0,27558.0,225000.0,61925,Working,Incomplete higher,,Single / not married,House / apartment,5,138,73,0,2,FRIDAY,13,201.4
270294,0,Loans Now,F,1,1,0,675000.0,450000.0,22500.0,450000.0,49540,State servant,Higher education,HighRisk,Married,House / apartment,8,618,59,0,36,MONDAY,6,585.4
215583,0,Loans Now,M,0,0,0,112500.0,315000.0,15750.0,315000.0,35889,Working,Secondary / secondary special,Risk,Widow,Municipal apartment,1,57,31,1,4,THURSDAY,12,136.6
315531,0,Cash loans,F,1,0,0,112500.0,755190.0,28116.0,675000.0,76325,Pensioner,Secondary / secondary special,,Married,House / apartment,10,175,30,0,1,THURSDAY,11,231.0
330597,0,Cash loans,M,1,1,2,135000.0,348264.0,23404.5,315000.0,70858,Working,Secondary / secondary special,LowRisk,Married,House / apartment,11,375,50,0,36,SATURDAY,10,391.0
188103,1,Cash loans,M,0,1,1,135000.0,755190.0,36459.0,675000.0,68906,Working,Secondary / secondary special,LowRisk,Single / not married,House / apartment,20,202,46,1,24,SATURDAY,15,252.6
300887,0,Cash loans,M,1,0,2,135000.0,1096020.0,52857.0,900000.0,8763,Working,Secondary / secondary special,Risk,Married,House / apartment,12,243,58,0,41,THURSDAY,5,285.4
368742,0,Cash loans,F,0,0,1,112500.0,348264.0,41328.0,315000.0,81336,Working,Higher education,Risk,Married,Rented apartment,12,208,63,1,29,TUESDAY,14,257.4
257852,0,Cash loans,F,0,0,0,126000.0,427500.0,20920.5,427500.0,36370,Working,Secondary / secondary special,Risk,Married,House / apartment,18,66,40,0,27,THURSDAY,16,143.8
366031,0,Cash loans,M,0,1,0,135000.0,219042.0,21793.5,193500.0,54900,Commercial associate,Higher education,LowRisk,Married,House / apartment,8,393,31,0,14,WEDNESDAY,9,405.4
277135,0,Cash loans,F,0,1,1,180000.0,1017000.0,29866.5,1017000.0,61730,Commercial associate,Higher education,LowRisk,Single / not married,House / apartment,0,424,59,0,7,MONDAY,7,430.2
109246,0,Cash loans,F,1,0,0,81000.0,634500.0,18679.5,634500.0,17621,State servant,Secondary / secondary special,LowRisk,Civil marriage,House / apartment,17,556,33,0,27,MONDAY,15,535.8
245711,0,Cash loans,F,1,0,0,85500.0,269550.0,14112.0,225000.0,66919,State servant,Higher education,LowRisk,Married,Office apartment,3,157,33,0,30,SUNDAY,10,216.6
332630,0,Cash loans,F,0,1,0,90000.0,755190.0,32125.5,675000.0,8560,Pensioner,Secondary / secondary special,,Married,House / apartment,13,435,33,0,43,WEDNESDAY,8,439.0
172462,0,Cash loans,M,0,1,2,225000.0,790830.0,57676.5,675000.0,31920,Working,Secondary / secondary special,HighRisk,Married,House / apartment,14,565,70,0,44,MONDAY,16,543.0
424983,0,Loans Now,F,0,0,0,112500.0,337500.0,16875.0,337500.0,7356,Commercial associate,Secondary / secondary special,LowRisk,Married,House / apartment,19,763,66,0,24,WEDNESDAY,12,701.4
285708,0,Cash loans,F,0,1,1,121500.0,640080.0,24259.5,450000.0,142,State servant,Secondary / secondary special,LowRisk,Married,House / apartment,22,41,71,0,31,SATURDAY,4,123.8
407954,0,Loans Now,F,0,1,0,180000.0,405000.0,20250.0,405000.0,57431,Commercial associate,Secondary / secondary special,LowRisk,Married,Municipal apartment,22,347,32,0,37,WEDNESDAY,12,368.6
157915,0,Cash loans,F,0,1,1,202500.0,1006920.0,51543.0,900000.0,11655,Working,Higher education,,Married,House / apartment,17,554,50,1,4,THURSDAY,9,534.2
246614,0,Cash loans,M,1,0,0,270000.0,265851.0,22873.5,229500.0,39950,Working,Higher education,LowRisk,Married,House / apartment,21,343,72,0,13,SATURDAY,17,365.4
114098,0,Loans Now,F,0,1,0,315000.0,855000.0,42750.0,855000.0,45215,Commercial associate,Higher education,,Single / not married,House / apartment,10,119,60,1,37,SUNDAY,12,186.2
361892,0,Cash loans,F,0,1,1,90000.0,142200.0,8698.5,112500.0,26062,Working,Higher education,Risk,Married,House / apartment,1,487,42,0,19,MONDAY,15,480.6
422397,0,Cash loans,F,1,1,0,126000.0,153576.0,10129.5,121500.0,53239,Commercial associate,Secondary / secondary special,,Married,House / apartment,12,45,38,1,24,FRIDAY,8,127.0
248720,0,Loans Now,F,0,1,0,90000.0,270000.0,13500.0,270000.0,4133,Commercial associate,Secondary / secondary special,Risk,Separated,Municipal apartment,2,485,51,0,22,SATURDAY,13,479.0
276004,0,Cash loans,M,0,0,0,112500.0,229500.0,10827.0,229500.0,59315,Working,Secondary / secondary special,Risk,Civil marriage,House / apartment,3,216,58,0,34,MONDAY,18,263.8
190606,0,Cash loans,M,1,1,0,90000.0,1242000.0,34155.0,1242000.0,79031,Working,Secondary / secondary special,LowRisk,Married,House / apartment,3,383,56,0,45,WEDNESDAY,9,397.4
200046,0,Cash loans,F,0,0,0,171000.0,1006920.0,42790.5,900000.0,10366,Commercial associate,Secondary / secondary special,LowRisk,Married,House / apartment,19,747,69,0,1,MONDAY,9,688.6
133278,0,Cash loans,M,1,1,2,270000.0,1494436.5,59265.0,1395000.0,36230,Commercial associate,Higher education,Risk,Married,House / apartment,1,122,55,0,26,THURSDAY,8,188.6
195126,0,Loans Now,F,1,1,0,225000.0,540000.0,27000.0,540000.0,31640,Commercial associate,Secondary / secondary special,Risk,Married,House / apartment,2,266,51,0,45,MONDAY,10,303.8
387121,1,Cash loans,M,0,1,0,157500.0,1256400.0,36864.0,900000.0,66403,Commercial associate,Secondary / secondary special,Risk,Separated,House / apartment,17,29,31,0,6,MONDAY,11,114.2
127332,0,Cash loans,F,0,1,0,126000.0,259794.0,28107.0,229500.0,48498,State servant,Secondary / secondary special,HighRisk,Married,House / apartment,21,789,51,0,28,THURSDAY,10,722.2
122478,0,Loans Now,F,1,0,0,157500.0,315000.0,15750.0,315000.0,4970,Commercial associate,Higher education,LowRisk,Married,House / apartment,21,735,50,1,12,THURSDAY,9,679.0
119991,0,Cash loans,F,0,1,1,157500.0,729792.0,37390.5,630000.0,42632,Commercial associate,Higher education,HighRisk,Married,Rented apartment,2,231,45,1,17,WEDNESDAY,11,275.8
349171,0,Cash loans,M,1,1,2,180000.0,454500.0,27936.0,454500.0,21516,Working,Secondary / secondary special,,Married,House / apartment,1,589,66,0,38,SUNDAY,14,562.2
372717,0,Cash loans,F,0,1,0,225000.0,1506816.0,47443.5,1350000.0,31356,Working,Higher education,Risk,Single / not married,House / apartment,0,356,64,1,39,WEDNESDAY,15,375.8
264386,0,Cash loans,M,1,0,0,148500.0,270000.0,13783.5,270000.0,34825,State servant,Secondary / secondary special,HighRisk,Married,House / apartment,20,311,34,0,17,SATURDAY,13,339.8
447442,0,Cash loans,M,0,0,0,67500.0,900000.0,29034.0,900000.0,53985,Working,Secondary / secondary special,Risk,Married,House / apartment,5,142,52,0,2,WEDNESDAY,14,204.6
121667,0,Cash loans,F,1,1,0,202500.0,1762110.0,65430.0,1575000.0,24305,Working,Secondary / secondary special,,Widow,House / apartment,0,73,39,1,14,SATURDAY,15,149.4
315627,0,Cash loans,F,0,1,0,315000.0,1467612.0,58333.5,1350000.0,40631,Commercial associate,Higher education,Risk,Married,House / apartment,21,535,38,1,29,THURSDAY,15,519.0
365701,0,Cash loans,F,0,1,0,225000.0,760225.5,30280.5,679500.0,51179,Working,Higher education,,Married,House / apartment,3,543,51,0,6,THURSDAY,16,525.4
238414,0,Cash loans,F,0,1,0,225000.0,1540588.5,42493.5,1377000.0,5761,State servant,Higher education,LowRisk,Civil marriage,House / apartment,8,4,30,0,12,MONDAY,12,94.2
212689,0,Cash loans,F,0,1,0,130500.0,567000.0,18418.5,567000.0,67535,Working,Secondary / secondary special,LowRisk,Separated,House / apartment,18,784,53,0,19,TUESDAY,10,718.2
393557,0,Cash loans,F,1,1,2,292500.0,993082.5,42205.5,913500.0,51629,Commercial associate,Higher education,Risk,Married,House / apartment,22,341,55,1,42,TUESDAY,4,363.8
241607,0,Cash loans,F,0,1,2,94500.0,369720.0,23755.5,292500.0,53784,Working,Secondary / secondary special,Risk,Single / not married,House / apartment,21,469,65,1,11,MONDAY,10,466.2
335669,0,Loans Now,F,0,1,0,227250.0,450000.0,22500.0,450000.0,58542,Working,Secondary / secondary special,LowRisk,Married,House / apartment,11,533,71,0,40,FRIDAY,18,517.4
286720,0,Cash loans,F,0,0,0,211500.0,640458.0,27265.5,517500.0,30563,Working,Secondary / secondary special,,Married,House / apartment,2,655,61,0,9,MONDAY,9,615.0
427582,0,Cash loans,F,0,1,0,112500.0,284256.0,30744.0,270000.0,59373,Working,Secondary / secondary special,LowRisk,Married,House / apartment,13,619,36,1,22,SATURDAY,17,586.2
314472,0,Cash loans,F,1,1,0,202500.0,605439.0,31041.0,481500.0,71396,Working,Higher education,LowRisk,Married,House / apartment,21,353,62,1,1,FRIDAY,11,373.4
192038,0,Cash loans,M,1,1,2,112500.0,435276.0,26757.0,355500.0,19601,Working,Secondary / secondary special,Risk,Married,House / apartment,5,258,36,0,34,TUESDAY,14,297.4
334794,1,Cash loans,F,0,1,0,90000.0,738171.0,39456.0,684000.0,51893,Pensioner,Secondary / secondary special,HighRisk,Married,House / apartment,13,18,44,0,14,SUNDAY,11,105.4
348611,0,Cash loans,F,1,0,1,157500.0,621621.0,45364.5,576000.0,26819,Working,Secondary / secondary special,Risk,Married,House / apartment,21,196,73,0,32,TUESDAY,12,247.8
426153,0,Cash loans,F,1,0,0,315000.0,1350000.0,39604.5,1350000.0,28174,Pensioner,Secondary / secondary special,,Married,House / apartment,17,219,64,0,2,THURSDAY,9,266.2
193570,0,Cash loans,F,0,1,0,96750.0,256500.0,13225.5,256500.0,12825,Working,Secondary / secondary special,LowRisk,Married,House / apartment,3,559,67,0,30,MONDAY,10,538.2
355940,0,Cash loans,F,0,0,0,342000.0,1303200.0,46809.0,1125000.0,7097,State servant,Higher education,,Married,House / apartment,8,582,60,0,3,TUESDAY,17,556.6
278457,0,Cash loans,M,1,1,0,157500.0,593010.0,15772.5,495000.0,72322,Working,Higher education,LowRisk,Married,House / apartment,17,374,72,0,15,MONDAY,17,390.2
395019,0,Loans Now,F,0,1,0,135000.0,405000.0,20250.0,405000.0,69878,Working,Secondary / secondary special,HighRisk,Widow,House / apartment,16,531,31,0,28,WEDNESDAY,13,515.8
202513,0,Cash loans,F,0,1,1,202500.0,450000.0,23107.5,450000.0,45841,Working,Higher education,HighRisk,Civil marriage,Municipal apartment,10,155,54,0,2,SATURDAY,8,215.0
400604,0,Cash loans,F,1,1,2,157500.0,679500.0,22455.0,679500.0,54034,Working,Higher education,Risk,Married,House / apartment,7,752,33,0,36,THURSDAY,10,692.6
274016,0,Cash loans,F,0,0,0,112500.0,696150.0,35671.5,562500.0,29518,Working,Secondary / secondary special,,Married,House / apartment,12,514,64,1,30,FRIDAY,11,502.2
122994,0,Cash loans,M,0,0,0,157500.0,277969.5,12955.5,229500.0,79628,Working,Secondary / secondary special,Risk,Separated,House / apartment,6,751,71,1,33,WEDNESDAY,15,691.8
266857,0,Cash loans,F,1,0,0,270000.0,481500.0,47754.0,481500.0,367,Pensioner,Secondary / secondary special,HighRisk,Married,House / apartment,1,312,35,0,15,WEDNESDAY,10,340.6
238814,0,Cash loans,F,1,0,2,112500.0,239850.0,23719.5,225000.0,15375,Commercial associate,Higher education,,Married,House / apartment,21,313,38,0,4,FRIDAY,18,341.4
157017,0,Cash loans,M,0,1,0,225000.0,225000.0,14377.5,225000.0,41940,Working,Secondary / secondary special,Risk,Single / not married,House / apartment,10,757,64,1,5,WEDNESDAY,12,696.6
376745,0,Cash loans,M,0,1,1,135000.0,382500.0,22086.0,382500.0,67838,Commercial associate,Secondary / secondary special,LowRisk,Separated,House / apartment,11,19,54,1,15,FRIDAY,11,106.2
220493,0,Cash loans,M,1,1,1,202500.0,254700.0,16582.5,225000.0,27096,Working,Secondary / secondary special,,Married,House / apartment,8,274,46,0,40,THURSDAY,12,310.2
330719,0,Cash loans,F,0,1,0,121500.0,521280.0,31630.5,450000.0,70798,Pensioner,Secondary / secondary special,Risk,Single / not married,House / apartment,19,512,33,0,1,TUESDAY,17,500.6
186755,0,Cash loans,F,0,1,0,63000.0,646920.0,19044.0,540000.0,39416,Pensioner,Secondary / secondary special,Risk,Married,House / apartment,17,39,43,0,20,THURSDAY,11,122.2
129111,0,Cash loans,F,0,1,1,54000.0,697500.0,23049.0,697500.0,11848,Working,Secondary / secondary special,Risk,Married,With parents,21,356,30,1,35,WEDNESDAY,11,375.8
312780,0,Cash loans,F,0,1,0,99000.0,143910.0,14148.0,135000.0,60579,Working,Secondary / secondary special,LowRisk,Single / not married,House / apartment,0,423,36,0,24,TUESDAY,6,429.4
379715,1,Cash loans,F,0,1,1,67500.0,472500.0,15372.0,472500.0,42951,Working,Secondary / secondary special,LowRisk,Married,House / apartment,19,210,42,1,4,MONDAY,15,259.0
363871,0,Cash loans,F,0,0,0,36000.0,326439.0,12433.5,229500.0,70660,Working,Secondary / secondary special,Risk,Single / not married,Office apartment,2,487,62,1,35,SUNDAY,6,480.6
343204,0,Cash loans,M,0,0,0,90000.0,252531.0,19957.5,234000.0,51252,Working,Secondary / secondary special,LowRisk,Civil marriage,House / apartment,9,766,69,0,19,TUESDAY,7,703.8
332506,0,Cash loans,F,0,0,0,112500.0,1293502.5,34249.5,1129500.0,46220,Working,Secondary / secondary special,,Single / not married,House / apartment,12,688,40,0,44,WEDNESDAY,18,641.4
421096,0,Cash loans,F,1,1,1,126000.0,454500.0,27936.0,454500.0,54631,Commercial associate,Higher education,,Married,House / apartment,16,318,66,0,30,SUNDAY,14,345.4
367625,0,Cash loans,F,0,0,1,315000.0,701730.0,83407.5,675000.0,27713,Working,Incomplete higher,Risk,Married,House / apartment,21,632,39,0,20,FRIDAY,11,596.6
443619,0,Cash loans,F,1,1,0,112500.0,472500.0,18373.5,472500.0,70293,Working,Higher education,HighRisk,Single / not married,Municipal apartment,11,295,52,0,33,TUESDAY,11,327.0
247300,0,Loans Now,F,1,0,0,81000.0,225000.0,11250.0,225000.0,31778,Working,Secondary / secondary special,LowRisk,Married,Municipal apartment,3,578,35,0,15,WEDNESDAY,15,553.4
334946,1,Cash loans,M,1,1,0,157500.0,472500.0,18306.0,472500.0,60926,Commercial associate,Incomplete higher,LowRisk,Single / not married,House / apartment,16,173,48,1,10,FRIDAY,12,229.4
106237,0,Cash loans,F,0,1,0,54000.0,203760.0,11376.0,180000.0,71970,Pensioner,Secondary / secondary special,HighRisk,Single / not married,House / apartment,12,298,68,0,10,FRIDAY,9,329.4
